true,pred,fold
98.00000190734863,70.5,0
34.00000035762787,31.140625,0
20.999999344348907,31.890625,0
67.00000166893005,49.375,0
46.99999988079071,51.0,0
41.999998688697815,33.59375,0
17.000000178813934,26.65625,0
34.99999940395355,31.71875,0
20.999999344348907,61.0,0
40.99999964237213,51.1875,0
56.99999928474426,57.0625,0
60.00000238418579,46.15625,0
31.999999284744263,27.4375,0
31.00000023841858,31.765625,0
37.99999952316284,33.6875,0
52.99999713897705,43.25,0
18.99999976158142,29.59375,0
28.00000011920929,32.46875,0
54.00000214576721,71.0,0
10.000000149011612,33.8125,0
25.999999046325684,39.1875,0
15.999999642372131,43.75,0
41.999998688697815,40.34375,0
31.00000023841858,29.109375,0
87.99999952316284,43.125,0
34.99999940395355,33.4375,0
28.00000011920929,29.8125,0
27.000001072883606,34.4375,0
20.999999344348907,30.4375,0
36.000001430511475,29.703125,0
43.00000071525574,33.75,0
34.99999940395355,23.5625,0
31.999999284744263,29.859375,0
50.0,34.75,0
44.999998807907104,28.953125,0
14.000000059604645,36.03125,0
31.00000023841858,35.3125,0
23.999999463558197,25.0625,0
62.99999952316284,73.25,0
37.00000047683716,39.96875,0
30.000001192092896,27.03125,0
28.999999165534973,31.84375,0
27.000001072883606,37.15625,0
43.00000071525574,26.53125,0
11.999999731779099,37.375,0
17.000000178813934,24.625,0
37.00000047683716,45.4375,0
34.99999940395355,35.0,0
2.9999999329447746,26.953125,0
46.99999988079071,54.40625,0
28.999999165534973,26.953125,0
52.99999713897705,32.84375,0
55.000001192092896,37.5,0
64.99999761581421,38.25,0
28.00000011920929,37.125,0
87.00000047683716,53.4375,0
88.99999856948853,51.8125,0
34.99999940395355,35.59375,0
36.000001430511475,50.3125,0
23.000000417232513,25.640625,0
21.99999988079071,38.5,0
25.999999046325684,31.40625,0
62.00000047683716,43.90625,0
23.999999463558197,30.90625,0
28.999999165534973,30.328125,0
44.999998807907104,36.0625,0
44.999998807907104,37.375,0
58.99999737739563,60.625,0
1.9999999552965164,34.6875,0
23.000000417232513,25.671875,0
44.999998807907104,44.15625,0
5.999999865889549,58.125,0
21.99999988079071,38.34375,0
28.00000011920929,31.4375,0
30.000001192092896,31.78125,0
33.000001311302185,30.15625,0
34.00000035762787,25.28125,0
47.999998927116394,38.65625,0
1.9999999552965164,37.875,0
10.000000149011612,32.75,0
25.0,40.15625,0
30.000001192092896,28.90625,0
40.99999964237213,29.0625,0
36.000001430511475,36.03125,0
18.99999976158142,31.03125,0
75.99999904632568,43.125,0
50.0,30.109375,0
46.99999988079071,44.6875,0
31.00000023841858,50.15625,0
1.9999999552965164,50.03125,0
28.999999165534973,33.5,0
34.99999940395355,33.65625,0
28.999999165534973,46.59375,0
20.999999344348907,34.15625,0
28.00000011920929,29.34375,0
33.000001311302185,26.484375,0
33.000001311302185,54.5,0
20.999999344348907,24.109375,0
43.00000071525574,60.375,0
34.00000035762787,25.78125,0
10.000000149011612,39.03125,0
40.99999964237213,39.0,0
56.99999928474426,45.5,0
70.99999785423279,44.21875,0
34.00000035762787,51.96875,0
18.000000715255737,39.4375,0
82.99999833106995,76.5625,0
41.999998688697815,48.3125,0
23.999999463558197,42.71875,0
46.00000083446503,55.375,0
37.99999952316284,58.0625,0
28.999999165534973,30.03125,0
69.9999988079071,38.4375,0
50.999999046325684,31.21875,0
81.00000023841858,59.3125,0
18.000000715255737,29.3125,0
23.999999463558197,36.6875,0
27.000001072883606,25.375,0
25.0,29.4375,0
25.0,32.875,0
34.00000035762787,35.4375,0
40.99999964237213,36.09375,0
38.999998569488525,34.46875,0
21.99999988079071,31.578125,0
18.99999976158142,25.5625,0
23.000000417232513,29.6875,0
58.99999737739563,49.5625,0
31.00000023841858,39.5625,0
36.000001430511475,22.59375,0
31.999999284744263,24.625,0
28.00000011920929,29.703125,0
38.999998569488525,52.28125,0
28.999999165534973,28.203125,0
2.9999999329447746,33.625,0
81.00000023841858,39.875,0
20.000000298023224,37.4375,0
36.000001430511475,53.75,0
37.00000047683716,42.375,0
46.99999988079071,55.34375,0
5.000000074505806,54.0,0
28.999999165534973,30.59375,0
25.0,30.9375,0
51.99999809265137,31.59375,0
36.000001430511475,36.65625,0
30.000001192092896,48.03125,0
100.0,32.65625,0
23.999999463558197,37.53125,0
28.00000011920929,32.8125,0
20.000000298023224,26.78125,0
38.999998569488525,51.625,0
66.00000262260437,72.625,0
38.999998569488525,43.21875,0
51.99999809265137,48.5,0
57.999998331069946,74.0,0
34.00000035762787,36.5625,0
25.0,44.0625,0
36.000001430511475,53.40625,0
66.00000262260437,65.8125,0
60.00000238418579,35.78125,0
37.00000047683716,32.4375,0
93.00000071525574,68.375,0
62.99999952316284,49.25,0
40.99999964237213,39.34375,0
20.000000298023224,25.34375,0
20.999999344348907,31.390625,0
76.99999809265137,76.9375,0
82.99999833106995,51.15625,0
10.999999940395355,26.859375,0
21.99999988079071,37.9375,0
25.999999046325684,33.625,0
23.000000417232513,33.875,0
23.999999463558197,38.46875,0
37.00000047683716,23.46875,0
43.00000071525574,37.375,0
